"Notes"	"Residence County"	"Residence County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths
	"San Jacinto County, TX"	"48407"	"55-64 years"	"55-64"	13
	"San Jacinto County, TX"	"48407"	"65-74 years"	"65-74"	26
	"San Patricio County, TX"	"48409"	"45-54 years"	"45-54"	12
	"San Patricio County, TX"	"48409"	"55-64 years"	"55-64"	25
	"San Patricio County, TX"	"48409"	"65-74 years"	"65-74"	48
	"Scurry County, TX"	"48415"	"65-74 years"	"65-74"	12
	"Shelby County, TX"	"48419"	"55-64 years"	"55-64"	15
	"Shelby County, TX"	"48419"	"65-74 years"	"65-74"	20
	"Smith County, TX"	"48423"	"35-44 years"	"35-44"	20
	"Smith County, TX"	"48423"	"45-54 years"	"45-54"	37
	"Smith County, TX"	"48423"	"55-64 years"	"55-64"	85
	"Smith County, TX"	"48423"	"65-74 years"	"65-74"	151
	"Starr County, TX"	"48427"	"55-64 years"	"55-64"	20
	"Starr County, TX"	"48427"	"65-74 years"	"65-74"	30
	"Tarrant County, TX"	"48439"	"35-44 years"	"35-44"	108
	"Tarrant County, TX"	"48439"	"45-54 years"	"45-54"	239
	"Tarrant County, TX"	"48439"	"55-64 years"	"55-64"	583
	"Tarrant County, TX"	"48439"	"65-74 years"	"65-74"	967
	"Taylor County, TX"	"48441"	"35-44 years"	"35-44"	11
	"Taylor County, TX"	"48441"	"45-54 years"	"45-54"	24
	"Taylor County, TX"	"48441"	"55-64 years"	"55-64"	51
	"Taylor County, TX"	"48441"	"65-74 years"	"65-74"	93
	"Terry County, TX"	"48445"	"65-74 years"	"65-74"	14
	"Titus County, TX"	"48449"	"65-74 years"	"65-74"	22
	"Tom Green County, TX"	"48451"	"45-54 years"	"45-54"	16
	"Tom Green County, TX"	"48451"	"55-64 years"	"55-64"	39
	"Tom Green County, TX"	"48451"	"65-74 years"	"65-74"	69
	"Travis County, TX"	"48453"	"35-44 years"	"35-44"	59
	"Travis County, TX"	"48453"	"45-54 years"	"45-54"	109
	"Travis County, TX"	"48453"	"55-64 years"	"55-64"	247
	"Travis County, TX"	"48453"	"65-74 years"	"65-74"	378
	"Trinity County, TX"	"48455"	"55-64 years"	"55-64"	10
	"Trinity County, TX"	"48455"	"65-74 years"	"65-74"	18
	"Tyler County, TX"	"48457"	"55-64 years"	"55-64"	12
	"Tyler County, TX"	"48457"	"65-74 years"	"65-74"	26
	"Upshur County, TX"	"48459"	"55-64 years"	"55-64"	32
	"Upshur County, TX"	"48459"	"65-74 years"	"65-74"	41
	"Uvalde County, TX"	"48463"	"55-64 years"	"55-64"	16
	"Uvalde County, TX"	"48463"	"65-74 years"	"65-74"	15
	"Val Verde County, TX"	"48465"	"65-74 years"	"65-74"	26
	"Van Zandt County, TX"	"48467"	"45-54 years"	"45-54"	14
	"Van Zandt County, TX"	"48467"	"55-64 years"	"55-64"	29
	"Van Zandt County, TX"	"48467"	"65-74 years"	"65-74"	48
	"Victoria County, TX"	"48469"	"45-54 years"	"45-54"	12
	"Victoria County, TX"	"48469"	"55-64 years"	"55-64"	32
	"Victoria County, TX"	"48469"	"65-74 years"	"65-74"	60
	"Walker County, TX"	"48471"	"45-54 years"	"45-54"	10
	"Walker County, TX"	"48471"	"55-64 years"	"55-64"	28
	"Walker County, TX"	"48471"	"65-74 years"	"65-74"	43
	"Waller County, TX"	"48473"	"45-54 years"	"45-54"	14
	"Waller County, TX"	"48473"	"55-64 years"	"55-64"	20
	"Waller County, TX"	"48473"	"65-74 years"	"65-74"	42
	"Washington County, TX"	"48477"	"55-64 years"	"55-64"	12
	"Washington County, TX"	"48477"	"65-74 years"	"65-74"	25
	"Webb County, TX"	"48479"	"35-44 years"	"35-44"	15
	"Webb County, TX"	"48479"	"45-54 years"	"45-54"	29
	"Webb County, TX"	"48479"	"55-64 years"	"55-64"	66
	"Webb County, TX"	"48479"	"65-74 years"	"65-74"	81
	"Wharton County, TX"	"48481"	"55-64 years"	"55-64"	21
	"Wharton County, TX"	"48481"	"65-74 years"	"65-74"	35
	"Wichita County, TX"	"48485"	"35-44 years"	"35-44"	11
	"Wichita County, TX"	"48485"	"45-54 years"	"45-54"	36
	"Wichita County, TX"	"48485"	"55-64 years"	"55-64"	60
	"Wichita County, TX"	"48485"	"65-74 years"	"65-74"	102
	"Wilbarger County, TX"	"48487"	"65-74 years"	"65-74"	15
	"Williamson County, TX"	"48491"	"35-44 years"	"35-44"	21
	"Williamson County, TX"	"48491"	"45-54 years"	"45-54"	60
	"Williamson County, TX"	"48491"	"55-64 years"	"55-64"	108
	"Williamson County, TX"	"48491"	"65-74 years"	"65-74"	191
	"Wilson County, TX"	"48493"	"55-64 years"	"55-64"	24
	"Wilson County, TX"	"48493"	"65-74 years"	"65-74"	36
	"Wise County, TX"	"48497"	"55-64 years"	"55-64"	35
	"Wise County, TX"	"48497"	"65-74 years"	"65-74"	52
	"Wood County, TX"	"48499"	"55-64 years"	"55-64"	34
	"Wood County, TX"	"48499"	"65-74 years"	"65-74"	55
	"Young County, TX"	"48503"	"55-64 years"	"55-64"	10
	"Young County, TX"	"48503"	"65-74 years"	"65-74"	18
	"Zavala County, TX"	"48507"	"65-74 years"	"65-74"	10
	"Box Elder County, UT"	"49003"	"55-64 years"	"55-64"	10
	"Box Elder County, UT"	"49003"	"65-74 years"	"65-74"	22
	"Cache County, UT"	"49005"	"55-64 years"	"55-64"	15
	"Cache County, UT"	"49005"	"65-74 years"	"65-74"	27
	"Carbon County, UT"	"49007"	"55-64 years"	"55-64"	13
	"Carbon County, UT"	"49007"	"65-74 years"	"65-74"	16
	"Davis County, UT"	"49011"	"45-54 years"	"45-54"	16
	"Davis County, UT"	"49011"	"55-64 years"	"55-64"	32
	"Davis County, UT"	"49011"	"65-74 years"	"65-74"	80
	"Duchesne County, UT"	"49013"	"65-74 years"	"65-74"	14
	"Emery County, UT"	"49015"	"65-74 years"	"65-74"	11
	"Iron County, UT"	"49021"	"55-64 years"	"55-64"	13
	"Iron County, UT"	"49021"	"65-74 years"	"65-74"	19
	"Salt Lake County, UT"	"49035"	"35-44 years"	"35-44"	42
	"Salt Lake County, UT"	"49035"	"45-54 years"	"45-54"	91
	"Salt Lake County, UT"	"49035"	"55-64 years"	"55-64"	187
	"Salt Lake County, UT"	"49035"	"65-74 years"	"65-74"	325
	"Sevier County, UT"	"49041"	"65-74 years"	"65-74"	12
	"Tooele County, UT"	"49045"	"55-64 years"	"55-64"	16
	"Tooele County, UT"	"49045"	"65-74 years"	"65-74"	29
	"Uintah County, UT"	"49047"	"65-74 years"	"65-74"	22
	"Utah County, UT"	"49049"	"35-44 years"	"35-44"	13
	"Utah County, UT"	"49049"	"45-54 years"	"45-54"	32
	"Utah County, UT"	"49049"	"55-64 years"	"55-64"	61
	"Utah County, UT"	"49049"	"65-74 years"	"65-74"	144
	"Washington County, UT"	"49053"	"45-54 years"	"45-54"	14
	"Washington County, UT"	"49053"	"55-64 years"	"55-64"	29
	"Washington County, UT"	"49053"	"65-74 years"	"65-74"	62
	"Weber County, UT"	"49057"	"35-44 years"	"35-44"	14
	"Weber County, UT"	"49057"	"45-54 years"	"45-54"	21
	"Weber County, UT"	"49057"	"55-64 years"	"55-64"	71
	"Weber County, UT"	"49057"	"65-74 years"	"65-74"	102
	"Addison County, VT"	"50001"	"55-64 years"	"55-64"	10
	"Addison County, VT"	"50001"	"65-74 years"	"65-74"	22
	"Bennington County, VT"	"50003"	"55-64 years"	"55-64"	24
	"Bennington County, VT"	"50003"	"65-74 years"	"65-74"	25
	"Caledonia County, VT"	"50005"	"65-74 years"	"65-74"	22
	"Chittenden County, VT"	"50007"	"55-64 years"	"55-64"	38
	"Chittenden County, VT"	"50007"	"65-74 years"	"65-74"	66
	"Franklin County, VT"	"50011"	"55-64 years"	"55-64"	15
	"Franklin County, VT"	"50011"	"65-74 years"	"65-74"	34
	"Lamoille County, VT"	"50015"	"55-64 years"	"55-64"	10
	"Lamoille County, VT"	"50015"	"65-74 years"	"65-74"	13
	"Orange County, VT"	"50017"	"55-64 years"	"55-64"	13
	"Orange County, VT"	"50017"	"65-74 years"	"65-74"	16
	"Orleans County, VT"	"50019"	"55-64 years"	"55-64"	11
	"Orleans County, VT"	"50019"	"65-74 years"	"65-74"	26
	"Rutland County, VT"	"50021"	"55-64 years"	"55-64"	28
	"Rutland County, VT"	"50021"	"65-74 years"	"65-74"	37
	"Washington County, VT"	"50023"	"55-64 years"	"55-64"	24
	"Washington County, VT"	"50023"	"65-74 years"	"65-74"	30
	"Windham County, VT"	"50025"	"55-64 years"	"55-64"	22
	"Windham County, VT"	"50025"	"65-74 years"	"65-74"	26
	"Windsor County, VT"	"50027"	"55-64 years"	"55-64"	22
	"Windsor County, VT"	"50027"	"65-74 years"	"65-74"	41
	"Accomack County, VA"	"51001"	"55-64 years"	"55-64"	12
	"Accomack County, VA"	"51001"	"65-74 years"	"65-74"	29
	"Albemarle County, VA"	"51003"	"45-54 years"	"45-54"	10
	"Albemarle County, VA"	"51003"	"55-64 years"	"55-64"	28
	"Albemarle County, VA"	"51003"	"65-74 years"	"65-74"	38
	"Amelia County, VA"	"51007"	"65-74 years"	"65-74"	14
	"Amherst County, VA"	"51009"	"55-64 years"	"55-64"	12
	"Amherst County, VA"	"51009"	"65-74 years"	"65-74"	26
	"Appomattox County, VA"	"51011"	"65-74 years"	"65-74"	14
	"Arlington County, VA"	"51013"	"45-54 years"	"45-54"	10
	"Arlington County, VA"	"51013"	"55-64 years"	"55-64"	33
	"Arlington County, VA"	"51013"	"65-74 years"	"65-74"	52
	"Augusta County, VA"	"51015"	"45-54 years"	"45-54"	10
	"Augusta County, VA"	"51015"	"55-64 years"	"55-64"	34
	"Augusta County, VA"	"51015"	"65-74 years"	"65-74"	64
	"Bedford County, VA"	"51019"	"55-64 years"	"55-64"	21
	"Bedford County, VA"	"51019"	"65-74 years"	"65-74"	48
	"Botetourt County, VA"	"51023"	"55-64 years"	"55-64"	11
	"Botetourt County, VA"	"51023"	"65-74 years"	"65-74"	22
	"Brunswick County, VA"	"51025"	"65-74 years"	"65-74"	19
	"Buchanan County, VA"	"51027"	"55-64 years"	"55-64"	16
	"Buchanan County, VA"	"51027"	"65-74 years"	"65-74"	29
	"Buckingham County, VA"	"51029"	"65-74 years"	"65-74"	18
	"Campbell County, VA"	"51031"	"55-64 years"	"55-64"	15
	"Campbell County, VA"	"51031"	"65-74 years"	"65-74"	44
	"Caroline County, VA"	"51033"	"55-64 years"	"55-64"	13
	"Caroline County, VA"	"51033"	"65-74 years"	"65-74"	22
	"Carroll County, VA"	"51035"	"55-64 years"	"55-64"	16
	"Carroll County, VA"	"51035"	"65-74 years"	"65-74"	32
	"Chesterfield County, VA"	"51041"	"35-44 years"	"35-44"	13
	"Chesterfield County, VA"	"51041"	"45-54 years"	"45-54"	50
	"Chesterfield County, VA"	"51041"	"55-64 years"	"55-64"	76
	"Chesterfield County, VA"	"51041"	"65-74 years"	"65-74"	153
	"Clarke County, VA"	"51043"	"65-74 years"	"65-74"	12
	"Culpeper County, VA"	"51047"	"55-64 years"	"55-64"	14
	"Culpeper County, VA"	"51047"	"65-74 years"	"65-74"	30
	"Dickenson County, VA"	"51051"	"65-74 years"	"65-74"	22
	"Dinwiddie County, VA"	"51053"	"55-64 years"	"55-64"	15
	"Dinwiddie County, VA"	"51053"	"65-74 years"	"65-74"	22
	"Fairfax County, VA"	"51059"	"35-44 years"	"35-44"	33
	"Fairfax County, VA"	"51059"	"45-54 years"	"45-54"	55
	"Fairfax County, VA"	"51059"	"55-64 years"	"55-64"	176
	"Fairfax County, VA"	"51059"	"65-74 years"	"65-74"	270
	"Fauquier County, VA"	"51061"	"45-54 years"	"45-54"	12
	"Fauquier County, VA"	"51061"	"55-64 years"	"55-64"	18
	"Fauquier County, VA"	"51061"	"65-74 years"	"65-74"	31
	"Fluvanna County, VA"	"51065"	"65-74 years"	"65-74"	15
	"Franklin County, VA"	"51067"	"45-54 years"	"45-54"	14
	"Franklin County, VA"	"51067"	"55-64 years"	"55-64"	21
	"Franklin County, VA"	"51067"	"65-74 years"	"65-74"	46
	"Frederick County, VA"	"51069"	"55-64 years"	"55-64"	20
	"Frederick County, VA"	"51069"	"65-74 years"	"65-74"	61
	"Giles County, VA"	"51071"	"65-74 years"	"65-74"	18
	"Gloucester County, VA"	"51073"	"55-64 years"	"55-64"	16
	"Gloucester County, VA"	"51073"	"65-74 years"	"65-74"	24
	"Goochland County, VA"	"51075"	"65-74 years"	"65-74"	16
	"Grayson County, VA"	"51077"	"65-74 years"	"65-74"	18
	"Greene County, VA"	"51079"	"65-74 years"	"65-74"	12
	"Greensville County, VA"	"51081"	"65-74 years"	"65-74"	10
	"Halifax County, VA"	"51083"	"55-64 years"	"55-64"	25
	"Halifax County, VA"	"51083"	"65-74 years"	"65-74"	28
	"Hanover County, VA"	"51085"	"45-54 years"	"45-54"	17
	"Hanover County, VA"	"51085"	"55-64 years"	"55-64"	28
	"Hanover County, VA"	"51085"	"65-74 years"	"65-74"	61
	"Henrico County, VA"	"51087"	"45-54 years"	"45-54"	42
	"Henrico County, VA"	"51087"	"55-64 years"	"55-64"	100
	"Henrico County, VA"	"51087"	"65-74 years"	"65-74"	158
	"Henry County, VA"	"51089"	"45-54 years"	"45-54"	13
	"Henry County, VA"	"51089"	"55-64 years"	"55-64"	34
	"Henry County, VA"	"51089"	"65-74 years"	"65-74"	44
	"Isle of Wight County, VA"	"51093"	"55-64 years"	"55-64"	15
	"Isle of Wight County, VA"	"51093"	"65-74 years"	"65-74"	28
	"James City County, VA"	"51095"	"55-64 years"	"55-64"	28
	"James City County, VA"	"51095"	"65-74 years"	"65-74"	39
	"King George County, VA"	"51099"	"65-74 years"	"65-74"	11
	"Lancaster County, VA"	"51103"	"65-74 years"	"65-74"	14
	"Lee County, VA"	"51105"	"55-64 years"	"55-64"	15
	"Lee County, VA"	"51105"	"65-74 years"	"65-74"	28
	"Loudoun County, VA"	"51107"	"35-44 years"	"35-44"	10
	"Loudoun County, VA"	"51107"	"45-54 years"	"45-54"	27
	"Loudoun County, VA"	"51107"	"55-64 years"	"55-64"	48
	"Loudoun County, VA"	"51107"	"65-74 years"	"65-74"	78
	"Louisa County, VA"	"51109"	"55-64 years"	"55-64"	20
	"Louisa County, VA"	"51109"	"65-74 years"	"65-74"	29
	"Lunenburg County, VA"	"51111"	"65-74 years"	"65-74"	13
	"Madison County, VA"	"51113"	"65-74 years"	"65-74"	10
	"Mecklenburg County, VA"	"51117"	"55-64 years"	"55-64"	24
	"Mecklenburg County, VA"	"51117"	"65-74 years"	"65-74"	31
	"Middlesex County, VA"	"51119"	"65-74 years"	"65-74"	13
	"Montgomery County, VA"	"51121"	"45-54 years"	"45-54"	11
	"Montgomery County, VA"	"51121"	"55-64 years"	"55-64"	24
	"Montgomery County, VA"	"51121"	"65-74 years"	"65-74"	30
	"Nelson County, VA"	"51125"	"55-64 years"	"55-64"	14
	"Nelson County, VA"	"51125"	"65-74 years"	"65-74"	13
	"New Kent County, VA"	"51127"	"65-74 years"	"65-74"	10
	"Northumberland County, VA"	"51133"	"55-64 years"	"55-64"	11
	"Nottoway County, VA"	"51135"	"55-64 years"	"55-64"	11
	"Nottoway County, VA"	"51135"	"65-74 years"	"65-74"	16
	"Orange County, VA"	"51137"	"55-64 years"	"55-64"	21
	"Orange County, VA"	"51137"	"65-74 years"	"65-74"	25
	"Page County, VA"	"51139"	"55-64 years"	"55-64"	14
	"Page County, VA"	"51139"	"65-74 years"	"65-74"	22
	"Patrick County, VA"	"51141"	"65-74 years"	"65-74"	24
	"Pittsylvania County, VA"	"51143"	"45-54 years"	"45-54"	15
	"Pittsylvania County, VA"	"51143"	"55-64 years"	"55-64"	30
	"Pittsylvania County, VA"	"51143"	"65-74 years"	"65-74"	43
	"Powhatan County, VA"	"51145"	"65-74 years"	"65-74"	18
	"Prince Edward County, VA"	"51147"	"65-74 years"	"65-74"	16
	"Prince George County, VA"	"51149"	"55-64 years"	"55-64"	18
	"Prince George County, VA"	"51149"	"65-74 years"	"65-74"	16
	"Prince William County, VA"	"51153"	"35-44 years"	"35-44"	20
	"Prince William County, VA"	"51153"	"45-54 years"	"45-54"	34
	"Prince William County, VA"	"51153"	"55-64 years"	"55-64"	76
	"Prince William County, VA"	"51153"	"65-74 years"	"65-74"	136
	"Pulaski County, VA"	"51155"	"45-54 years"	"45-54"	11
	"Pulaski County, VA"	"51155"	"55-64 years"	"55-64"	14
	"Pulaski County, VA"	"51155"	"65-74 years"	"65-74"	31
	"Roanoke County, VA"	"51161"	"45-54 years"	"45-54"	10
	"Roanoke County, VA"	"51161"	"55-64 years"	"55-64"	31
	"Roanoke County, VA"	"51161"	"65-74 years"	"65-74"	66
	"Rockbridge County, VA"	"51163"	"55-64 years"	"55-64"	10
	"Rockbridge County, VA"	"51163"	"65-74 years"	"65-74"	18
	"Rockingham County, VA"	"51165"	"45-54 years"	"45-54"	15
	"Rockingham County, VA"	"51165"	"55-64 years"	"55-64"	35
	"Rockingham County, VA"	"51165"	"65-74 years"	"65-74"	44
	"Russell County, VA"	"51167"	"55-64 years"	"55-64"	10
	"Russell County, VA"	"51167"	"65-74 years"	"65-74"	23
	"Scott County, VA"	"51169"	"55-64 years"	"55-64"	12
	"Scott County, VA"	"51169"	"65-74 years"	"65-74"	15
	"Shenandoah County, VA"	"51171"	"55-64 years"	"55-64"	11
	"Shenandoah County, VA"	"51171"	"65-74 years"	"65-74"	26
	"Smyth County, VA"	"51173"	"55-64 years"	"55-64"	27
	"Smyth County, VA"	"51173"	"65-74 years"	"65-74"	32
	"Southampton County, VA"	"51175"	"65-74 years"	"65-74"	24
	"Spotsylvania County, VA"	"51177"	"45-54 years"	"45-54"	17
	"Spotsylvania County, VA"	"51177"	"55-64 years"	"55-64"	35
	"Spotsylvania County, VA"	"51177"	"65-74 years"	"65-74"	62
	"Stafford County, VA"	"51179"	"45-54 years"	"45-54"	22
	"Stafford County, VA"	"51179"	"55-64 years"	"55-64"	30
	"Stafford County, VA"	"51179"	"65-74 years"	"65-74"	51
	"Tazewell County, VA"	"51185"	"55-64 years"	"55-64"	32
	"Tazewell County, VA"	"51185"	"65-74 years"	"65-74"	46
	"Warren County, VA"	"51187"	"55-64 years"	"55-64"	21
	"Warren County, VA"	"51187"	"65-74 years"	"65-74"	29
	"Washington County, VA"	"51191"	"45-54 years"	"45-54"	14
	"Washington County, VA"	"51191"	"55-64 years"	"55-64"	23
	"Washington County, VA"	"51191"	"65-74 years"	"65-74"	51
	"Westmoreland County, VA"	"51193"	"55-64 years"	"55-64"	15
	"Westmoreland County, VA"	"51193"	"65-74 years"	"65-74"	17
	"Wise County, VA"	"51195"	"45-54 years"	"45-54"	13
	"Wise County, VA"	"51195"	"55-64 years"	"55-64"	25
	"Wise County, VA"	"51195"	"65-74 years"	"65-74"	40
	"Wythe County, VA"	"51197"	"55-64 years"	"55-64"	13
	"Wythe County, VA"	"51197"	"65-74 years"	"65-74"	16
	"York County, VA"	"51199"	"55-64 years"	"55-64"	11
	"York County, VA"	"51199"	"65-74 years"	"65-74"	34
	"Alexandria city, VA"	"51510"	"45-54 years"	"45-54"	12
	"Alexandria city, VA"	"51510"	"55-64 years"	"55-64"	21
	"Alexandria city, VA"	"51510"	"65-74 years"	"65-74"	42
	"Bristol city, VA"	"51520"	"55-64 years"	"55-64"	12
	"Bristol city, VA"	"51520"	"65-74 years"	"65-74"	20
	"Charlottesville city, VA"	"51540"	"55-64 years"	"55-64"	12
	"Charlottesville city, VA"	"51540"	"65-74 years"	"65-74"	23
	"Chesapeake city, VA"	"51550"	"45-54 years"	"45-54"	31
	"Chesapeake city, VA"	"51550"	"55-64 years"	"55-64"	76
	"Chesapeake city, VA"	"51550"	"65-74 years"	"65-74"	137
	"Colonial Heights city, VA"	"51570"	"65-74 years"	"65-74"	13
	"Covington city, VA"	"51580"	"65-74 years"	"65-74"	10
	"Danville city, VA"	"51590"	"45-54 years"	"45-54"	13
	"Danville city, VA"	"51590"	"55-64 years"	"55-64"	39
	"Danville city, VA"	"51590"	"65-74 years"	"65-74"	51
	"Fairfax city, VA"	"51600"	"65-74 years"	"65-74"	14
	"Hampton city, VA"	"51650"	"45-54 years"	"45-54"	26
	"Hampton city, VA"	"51650"	"55-64 years"	"55-64"	63
	"Hampton city, VA"	"51650"	"65-74 years"	"65-74"	87
	"Harrisonburg city, VA"	"51660"	"65-74 years"	"65-74"	11
	"Hopewell city, VA"	"51670"	"55-64 years"	"55-64"	13
	"Hopewell city, VA"	"51670"	"65-74 years"	"65-74"	25
	"Lynchburg city, VA"	"51680"	"45-54 years"	"45-54"	10
	"Lynchburg city, VA"	"51680"	"55-64 years"	"55-64"	19
	"Lynchburg city, VA"	"51680"	"65-74 years"	"65-74"	45
	"Manassas city, VA"	"51683"	"65-74 years"	"65-74"	20
	"Martinsville city, VA"	"51690"	"55-64 years"	"55-64"	18
	"Martinsville city, VA"	"51690"	"65-74 years"	"65-74"	26
	"Newport News city, VA"	"51700"	"45-54 years"	"45-54"	30
	"Newport News city, VA"	"51700"	"55-64 years"	"55-64"	96
	"Newport News city, VA"	"51700"	"65-74 years"	"65-74"	105
	"Norfolk city, VA"	"51710"	"35-44 years"	"35-44"	24
	"Norfolk city, VA"	"51710"	"45-54 years"	"45-54"	37
	"Norfolk city, VA"	"51710"	"55-64 years"	"55-64"	93
	"Norfolk city, VA"	"51710"	"65-74 years"	"65-74"	154
	"Petersburg city, VA"	"51730"	"55-64 years"	"55-64"	25
	"Petersburg city, VA"	"51730"	"65-74 years"	"65-74"	55
	"Portsmouth city, VA"	"51740"	"35-44 years"	"35-44"	10
	"Portsmouth city, VA"	"51740"	"45-54 years"	"45-54"	18
	"Portsmouth city, VA"	"51740"	"55-64 years"	"55-64"	53
	"Portsmouth city, VA"	"51740"	"65-74 years"	"65-74"	98
	"Radford city, VA"	"51750"	"65-74 years"	"65-74"	10
	"Richmond city, VA"	"51760"	"35-44 years"	"35-44"	18
	"Richmond city, VA"	"51760"	"45-54 years"	"45-54"	30
	"Richmond city, VA"	"51760"	"55-64 years"	"55-64"	99
	"Richmond city, VA"	"51760"	"65-74 years"	"65-74"	144
	"Roanoke city, VA"	"51770"	"35-44 years"	"35-44"	10
	"Roanoke city, VA"	"51770"	"45-54 years"	"45-54"	15
	"Roanoke city, VA"	"51770"	"55-64 years"	"55-64"	61
	"Roanoke city, VA"	"51770"	"65-74 years"	"65-74"	78
	"Salem city, VA"	"51775"	"55-64 years"	"55-64"	11
	"Salem city, VA"	"51775"	"65-74 years"	"65-74"	28
	"Staunton city, VA"	"51790"	"55-64 years"	"55-64"	10
	"Staunton city, VA"	"51790"	"65-74 years"	"65-74"	20
	"Suffolk city, VA"	"51800"	"45-54 years"	"45-54"	12
	"Suffolk city, VA"	"51800"	"55-64 years"	"55-64"	37
	"Suffolk city, VA"	"51800"	"65-74 years"	"65-74"	64
	"Virginia Beach city, VA"	"51810"	"35-44 years"	"35-44"	17
	"Virginia Beach city, VA"	"51810"	"45-54 years"	"45-54"	44
	"Virginia Beach city, VA"	"51810"	"55-64 years"	"55-64"	149
	"Virginia Beach city, VA"	"51810"	"65-74 years"	"65-74"	217
	"Waynesboro city, VA"	"51820"	"55-64 years"	"55-64"	13
	"Waynesboro city, VA"	"51820"	"65-74 years"	"65-74"	15
	"Winchester city, VA"	"51840"	"45-54 years"	"45-54"	10
	"Winchester city, VA"	"51840"	"55-64 years"	"55-64"	10
	"Winchester city, VA"	"51840"	"65-74 years"	"65-74"	18
	"Asotin County, WA"	"53003"	"55-64 years"	"55-64"	15
	"Asotin County, WA"	"53003"	"65-74 years"	"65-74"	12
	"Benton County, WA"	"53005"	"45-54 years"	"45-54"	27
	"Benton County, WA"	"53005"	"55-64 years"	"55-64"	58
	"Benton County, WA"	"53005"	"65-74 years"	"65-74"	98
	"Chelan County, WA"	"53007"	"55-64 years"	"55-64"	18
	"Chelan County, WA"	"53007"	"65-74 years"	"65-74"	41
	"Clallam County, WA"	"53009"	"45-54 years"	"45-54"	13
	"Clallam County, WA"	"53009"	"55-64 years"	"55-64"	18
	"Clallam County, WA"	"53009"	"65-74 years"	"65-74"	66
	"Clark County, WA"	"53011"	"35-44 years"	"35-44"	13
	"Clark County, WA"	"53011"	"45-54 years"	"45-54"	34
	"Clark County, WA"	"53011"	"55-64 years"	"55-64"	140
	"Clark County, WA"	"53011"	"65-74 years"	"65-74"	205
	"Cowlitz County, WA"	"53015"	"55-64 years"	"55-64"	51
	"Cowlitz County, WA"	"53015"	"65-74 years"	"65-74"	69
	"Douglas County, WA"	"53017"	"65-74 years"	"65-74"	18
	"Franklin County, WA"	"53021"	"65-74 years"	"65-74"	31
	"Grant County, WA"	"53025"	"55-64 years"	"55-64"	29
	"Grant County, WA"	"53025"	"65-74 years"	"65-74"	50
	"Grays Harbor County, WA"	"53027"	"45-54 years"	"45-54"	10
	"Grays Harbor County, WA"	"53027"	"55-64 years"	"55-64"	35
	"Grays Harbor County, WA"	"53027"	"65-74 years"	"65-74"	69
	"Island County, WA"	"53029"	"55-64 years"	"55-64"	23
